offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
127743,0x1F2FF,98,branch_candidate,unconditional_jump,3,62 00 00,0,127746
127746,0x1F302,98,branch_candidate,unconditional_jump,3,62 00 00,0,127749
127818,0x1F34A,98,branch_candidate,unconditional_jump,3,62 0B 46,2886,130707
127845,0x1F365,98,branch_candidate,unconditional_jump,3,62 01 D1,465,128313
127849,0x1F369,83,call_candidate,call2,3,53 61 C8,25032,152884
127861,0x1F375,103,branch_candidate,jump_lt,3,67 00 05,5,127869
127869,0x1F37D,98,branch_candidate,unconditional_jump,3,62 01 B9,441,128313
127873,0x1F381,83,call_candidate,call2,3,53 75 42,30018,157894
127884,0x1F38C,83,call_candidate,call2,3,53 34 64,13412,141299
127892,0x1F394,102,branch_candidate,jump_le,3,66 00 CD,205,128100
127914,0x1F3AA,83,call_candidate,call2,3,53 34 1B,13339,141256
127917,0x1F3AD,99,branch_candidate,jump_false,3,63 00 B4,180,128100
