offset,offset_hex,length,text,population_term
3574,0xDF6,11,Common_Null,
3670,0xE56,5,",i=@j",
3696,0xE70,6,_title,
3723,0xE8B,6,",i=@v,",
3743,0xE9F,16,net_pl_unsession,
3869,0xF1D,4,R#^ ,
3879,0xF27,27,HUD_TIMER_WATCH_TICK_MASTER,
3955,0xF73,4,=02%,
3960,0xF78,4,7 3b,
3972,0xF84,8,"""7 r@7 ,",
3988,0xF94,9,INVALID!?,
3998,0xF9E,5,7 r@%,
4004,0xFA4,4,7 2.,
4226,0x1082,9,MP_Ticker,
4241,0x1091,7,Reticle,
4254,0x109E,10,WeaponAmmo,
4270,0x10AE,7,Reticle,
4283,0x10BB,10,WeaponAmmo,
4319,0x10DF,14,Splash_Message,
4339,0x10F3,16,Splash_Objective,
4361,0x1109,16,Subtitle_Enabler,
4383,0x111F,14,Splash_Message,
4403,0x1133,16,Splash_Objective,
4425,0x1149,16,Subtitle_Enabler,
4648,0x1228,19,mp_list_joined_late,
4678,0x1246,11,Common_Null,
4700,0x125C,11,Common_Null,
4722,0x1272,11,Common_Null,
4791,0x12B7,5,DEBUG,
4804,0x12C4,5,DEBUG,
4817,0x12D1,5,DEBUG,
4830,0x12DE,5,DEBUG,
4987,0x137B,19,GENERIC_DBUFFER32_0,
5009,0x1391,12,TDM_team_FMT,
5039,0x13AF,19,GENERIC_DBUFFER32_0,
5306,0x14BA,13,mp_plist_name,
5326,0x14CE,14,mp_plist_score,
5347,0x14E3,14,mp_plist_kills,
5368,0x14F8,15,mp_plist_deaths,
5390,0x150E,19,mp_plist_killstolen,
5416,0x1528,11,Common_Null,
5513,0x1589,19,GENERIC_DBUFFER32_0,
5535,0x159F,10,MP_SB_TFMT,
5570,0x15C2,19,GENERIC_DBUFFER32_0,
5614,0x15EE,19,GENERIC_DBUFFER32_0,
5657,0x1619,54,:o4Tried to set bad team in SCOREBOARD_ADD_TEAM_HEADER,
5926,0x1726,5,Team_,
5943,0x1737,8,TeamDef_,
6096,0x17D0,15,TurretFinderSet,
6127,0x17EF,15,TurretFinderVol,
6168,0x1818,19,p_gen_gatlingGun01x,
6202,0x183A,15,p_gen_cannon02x,
6289,0x1891,14,shootBabyShoot,
6355,0x18D3,6,cannon,
6442,0x192A,16,gMPScratchLayout,
6515,0x1973,10,Lobby_blip,
6713,0x1A39,4,Z)<#,
6851,0x1AC3,4,\)@I,
6888,0x1AE8,23,HUD_STINGER_TEXT_MASTER,
6953,0x1B29,4,>$)A,
6985,0x1B49,4,_)@I,
7008,0x1B60,5,>$)@I,
7122,0x1BD2,5,?$)<#,
7323,0x1C9B,4,)Be.,
7365,0x1CC5,6,_title,
7378,0x1CD2,20,Generic_Dbuffer128_2,
7409,0x1CF1,20,Generic_Dbuffer128_2,
7457,0x1D21,16,mp_lobby_summary,
7476,0x1D34,10,DM_summary,
7521,0x1D61,16,mp_lobby_summary,
7561,0x1D89,4,R L9,
7651,0x1DE3,36,R Do p_gen_crateMultiplayerWeapon01x,
8397,0x20CD,4,R!:c,
8593,0x2191,4,)?f!,
8617,0x21A9,4,)B>p,
8633,0x21B9,5,3)?X\,
8726,0x2216,4,))=~,
8817,0x2271,4,4)?{,
8876,0x22AC,4,3)Bd,
8957,0x22FD,4,3)>L,
